Elapsed time,192.168.46.15 CPU user
14:36:51.0,9.582
14:36:52.0,0.0
14:36:53.0,0.0
14:36:54.0,0.0
14:36:55.0,0.501
14:36:56.0,0.0
14:36:57.0,0.249
14:36:58.0,1.503
14:36:59.0,0.0
14:37:00.0,34.335
14:37:01.0,75.388
14:37:02.0,87.192
14:37:03.0,88.082
14:37:04.0,91.116
14:37:05.0,95.739
14:37:06.0,95.949
14:37:07.0,97.007
14:37:08.0,96.473
14:37:09.0,94.221
14:37:10.0,94.458
14:37:11.0,95.685
14:37:12.0,95.717
14:37:13.0,96.482
14:37:14.0,96.446
14:37:15.0,95.989
14:37:16.0,92.695
14:37:17.0,96.741
14:37:18.0,96.741
14:37:19.0,96.5
14:37:20.0,96.231
14:37:21.0,97.755
14:37:22.0,96.508
14:37:23.0,95.979
14:37:24.0,96.717
14:37:25.0,95.717
14:37:26.0,97.256
14:37:27.0,96.725
14:37:28.0,96.733
14:37:29.0,96.992
14:37:30.0,97.0
14:37:31.0,94.458
14:37:32.0,96.725
14:37:33.0,97.0
14:37:34.0,97.474
14:37:35.0,95.969
14:37:36.0,96.482
14:37:37.0,97.0
14:37:38.0,97.5
14:37:39.0,96.717
14:37:40.0,96.992
14:37:41.0,94.683
14:37:42.0,96.741
14:37:43.0,96.741
14:37:44.0,93.908
14:37:45.0,95.477
14:37:46.0,96.231
14:37:47.0,95.979
14:37:48.0,95.949
14:37:49.0,95.238
14:37:50.0,97.468
14:37:51.0,96.464
14:37:52.0,96.992
14:37:53.0,95.707
14:37:54.0,96.725
14:37:55.0,97.5
14:37:56.0,95.488
14:37:57.0,95.739
14:37:58.0,94.683
14:37:59.0,97.755
14:38:00.0,96.221
14:38:01.0,96.464
14:38:02.0,96.221
14:38:03.0,97.243
14:38:04.0,94.723
14:38:05.0,97.236
14:38:06.0,95.959
14:38:07.0,97.243
14:38:08.0,97.243
14:38:09.0,96.517
14:38:10.0,95.969
14:38:11.0,96.25
14:38:12.0,93.969
14:38:13.0,97.493
14:38:14.0,95.488
14:38:15.0,97.493
14:38:16.0,96.202
14:38:17.0,96.464
14:38:18.0,96.25
14:38:19.0,97.229
14:38:20.0,96.491
14:38:21.0,96.231
14:38:22.0,95.477
14:38:23.0,95.959
14:38:24.0,96.0
14:38:25.0,93.718
14:38:26.0,96.25
14:38:27.0,96.192
14:38:28.0,96.259
14:38:29.0,95.75
14:38:30.0,96.984
14:38:31.0,96.464
14:38:32.0,95.214
14:38:33.0,96.741
14:38:34.0,96.221
14:38:35.0,94.962
14:38:36.0,95.75
14:38:37.0,95.214
14:38:38.0,93.954
14:38:39.0,95.989
14:38:40.0,95.969
14:38:41.0,94.962
14:38:42.0,96.0
14:38:43.0,94.235
14:38:44.0,95.717
14:38:45.0,92.731
14:38:46.0,95.465
14:38:47.0,94.235
14:38:48.0,97.229
14:38:49.0,95.177
14:38:50.0,94.416
14:38:51.0,95.979
14:38:52.0,95.488
14:38:53.0,92.695
14:38:54.0,96.491
14:38:55.0,94.974
14:38:56.0,96.259
14:38:57.0,95.5
14:38:58.0,95.189
14:38:59.0,95.717
14:39:00.0,94.264
14:39:01.0,96.491
14:39:02.0,96.231
14:39:03.0,95.25
14:39:04.0,95.979
14:39:05.0,95.226
14:39:06.0,92.929
14:39:07.0,93.702
14:39:08.0,95.226
14:39:09.0,96.25
14:39:10.0,94.75
14:39:11.0,94.696
14:39:12.0,95.959
14:39:13.0,96.717
14:39:14.0,95.214
14:39:15.0,95.75
14:39:16.0,97.014
14:39:17.0,95.214
14:39:18.0,95.238
14:39:19.0,95.0
14:39:20.0,94.206
14:39:21.0,94.736
14:39:22.0,96.473
14:39:23.0,94.486
14:39:24.0,93.939
14:39:25.0,96.954
14:39:26.0,96.25
14:39:27.0,96.508
14:39:28.0,94.458
14:39:29.0,95.226
14:39:30.0,95.959
