Elapsed time,192.168.46.15 CPU core=0:user
09:20:12.0,96.969
09:20:13.0,97.0
09:20:14.0,97.938
09:20:15.0,96.969
09:20:16.0,98.019
09:20:17.0,96.969
09:20:18.0,97.979
09:20:19.0,94.0
09:20:20.0,95.0
09:20:21.0,97.959
09:20:22.0,98.019
09:20:23.0,97.0
09:20:24.0,96.969
09:20:25.0,95.959
09:20:26.0,98.0
09:20:27.0,98.989
09:20:28.0,97.979
09:20:29.0,94.949
09:20:30.0,96.969
09:20:31.0,96.969
09:20:32.0,96.039
09:20:33.0,97.979
09:20:34.0,96.0
09:20:35.0,97.979
09:20:36.0,97.979
09:20:37.0,96.969
09:20:38.0,93.939
09:20:39.0,92.929
09:20:40.0,96.969
09:20:41.0,97.979
09:20:42.0,99.0
09:20:43.0,95.959
09:20:44.0,98.0
09:20:45.0,72.0
09:20:46.0,87.878
09:20:47.0,66.0
09:20:48.0,0.0
09:20:49.0,1.0
09:20:50.0,0.99
09:20:51.0,0.0
09:20:52.0,0.0
09:20:53.0,0.0
09:20:54.0,0.0
09:20:55.0,0.0
09:20:56.0,0.0
09:20:57.0,0.0
09:20:58.0,0.0
09:20:59.0,0.0
09:21:00.0,0.0
09:21:01.0,0.0
09:21:02.0,0.99
09:21:03.0,1.0
09:21:04.0,0.0
09:21:05.0,11.0
09:21:06.0,0.0
