Elapsed time,192.168.46.11 CPU user,192.168.46.12 CPU user,192.168.46.13 CPU user
13:13:03.0,0.105,,0.098
13:13:04.0,0.25,0.103,0.501
13:13:05.0,0.0,0.25,0.0
13:13:06.0,0.0,0.5,0.25
13:13:07.0,0.249,0.0,0.0
13:13:08.0,0.25,0.0,0.0
13:13:09.0,0.25,0.0,0.0
13:13:10.0,0.0,0.0,0.25
13:13:11.0,0.5,0.0,0.25
13:13:12.0,0.0,0.0,0.0
13:13:13.0,0.0,0.748,0.0
13:13:14.0,0.25,0.25,0.0
13:13:15.0,0.249,0.0,0.0
13:13:16.0,0.0,0.25,0.0
13:13:17.0,0.25,0.0,0.0
13:13:18.0,0.249,0.25,0.0
13:13:19.0,0.0,0.0,0.25
13:13:20.0,0.25,0.0,0.501
13:13:21.0,0.0,0.0,0.0
13:13:22.0,0.755,0.498,0.251
13:13:23.0,0.25,0.0,0.0
13:13:24.0,0.502,0.251,0.503
13:13:25.0,0.498,0.5,0.501
13:13:26.0,4.488,1.767,3.015
13:13:27.0,0.0,0.25,0.0
13:13:28.0,0.25,0.0,0.25
13:13:29.0,0.0,0.0,0.0
13:13:30.0,0.0,0.25,0.0
13:13:31.0,4.292,2.278,4.75
13:13:32.0,0.25,1.265,0.0
13:13:33.0,0.0,0.25,0.0
13:13:34.0,0.0,0.249,0.0
13:13:35.0,0.0,0.0,0.0
13:13:36.0,5.329,0.0,10.025
13:13:37.0,0.249,7.088,0.0
13:13:38.0,0.0,0.0,0.0
13:13:39.0,0.0,0.0,0.0
13:13:40.0,0.25,0.25,0.25
13:13:41.0,6.615,0.25,8.838
13:13:42.0,0.0,8.333,0.0
13:13:43.0,0.249,0.0,0.25
13:13:44.0,0.5,0.0,0.25
13:13:45.0,0.0,0.25,0.0
13:13:46.0,5.076,0.0,8.838
13:13:47.0,4.04,12.564,0.0
13:13:48.0,0.0,0.0,0.0
13:13:49.0,0.0,0.25,0.249
13:13:50.0,1.002,0.0,0.25
13:13:51.0,7.106,0.0,8.86
13:13:52.0,7.379,11.508,4.785
13:13:53.0,0.25,0.25,0.0
13:13:54.0,0.0,0.0,0.0
13:13:55.0,0.0,0.0,0.0
13:13:56.0,3.508,0.25,8.5
13:13:57.0,10.669,12.787,6.835
13:13:58.0,0.0,2.238,0.0
13:13:59.0,0.25,0.0,0.0
13:14:00.0,0.0,0.25,0.0
13:14:01.0,1.259,0.0,5.626
13:14:02.0,14.974,15.776,9.302
13:14:03.0,0.25,3.544,0.0
13:14:04.0,0.25,0.0,0.0
13:14:05.0,0.0,0.25,0.0
13:14:06.0,0.5,0.0,4.568
13:14:07.0,15.503,14.432,11.45
13:14:08.0,0.0,3.061,0.0
13:14:09.0,0.0,0.25,0.25
13:14:10.0,0.25,0.0,0.0
13:14:11.0,0.0,0.0,4.03
13:14:12.0,19.48,14.357,18.295
13:14:13.0,0.0,7.969,0.249
13:14:14.0,0.25,0.0,0.0
13:14:15.0,0.0,0.25,0.0
13:14:16.0,0.0,0.0,2.777
13:14:17.0,22.422,15.206,15.803
13:14:18.0,0.0,4.282,0.0
13:14:19.0,0.25,0.0,0.249
13:14:20.0,0.25,0.25,0.0
13:14:21.0,0.0,0.25,3.517
13:14:22.0,24.552,13.131,20.769
13:14:23.0,0.25,11.45,0.0
13:14:24.0,0.251,0.25,0.0
13:14:25.0,0.25,0.0,0.0
13:14:26.0,0.25,0.0,0.5
13:14:27.0,22.916,12.339,24.281
13:14:28.0,1.25,13.994,0.0
13:14:29.0,0.251,0.0,0.25
13:14:30.0,0.25,0.249,0.0
13:14:31.0,0.249,0.0,0.0
13:14:32.0,24.415,12.755,26.385
13:14:33.0,2.743,14.948,0.0
13:14:34.0,0.25,0.0,0.498
13:14:35.0,0.0,1.0,0.0
13:14:36.0,0.25,0.0,0.25
13:14:37.0,25.194,12.151,24.528
13:14:38.0,4.761,20.356,2.525
13:14:39.0,0.25,0.0,0.0
13:14:40.0,0.0,0.0,0.0
13:14:41.0,0.498,0.0,0.0
13:14:42.0,25.52,11.253,22.513
13:14:43.0,5.641,22.222,6.075
13:14:44.0,0.0,0.0,0.0
13:14:45.0,0.25,0.25,0.0
13:14:46.0,0.0,0.0,1.492
13:14:47.0,24.093,7.828,23.872
13:14:48.0,11.139,25.0,7.124
13:14:49.0,0.0,0.249,0.0
13:14:50.0,0.0,0.0,0.25
13:14:51.0,0.25,0.0,0.0
13:14:52.0,20.971,8.354,24.547
13:14:53.0,16.284,26.753,8.695
13:14:54.0,0.0,2.512,0.0
13:14:55.0,0.25,0.5,0.0
13:14:56.0,0.0,0.25,0.0
13:14:57.0,16.923,6.25,22.872
13:14:58.0,20.448,25.329,14.322
13:14:59.0,0.0,8.205,0.25
13:15:00.0,0.25,0.0,0.0
13:15:01.0,0.0,0.0,0.501
13:15:02.0,19.083,5.25,20.906
13:15:03.0,19.379,27.435,20.1
13:15:04.0,0.0,9.523,0.0
13:15:05.0,0.25,0.0,0.25
13:15:06.0,0.0,0.0,0.0
13:15:07.0,15.706,3.768,23.214
13:15:08.0,25.714,28.989,18.414
13:15:09.0,0.0,9.23,0.0
13:15:10.0,0.25,0.25,0.249
13:15:11.0,0.0,0.0,0.0
13:15:12.0,11.734,0.5,17.571
13:15:13.0,29.411,32.898,25.26
13:15:14.0,0.25,12.814,0.0
13:15:15.0,0.501,0.0,0.25
13:15:16.0,0.0,0.249,0.0
