Elapsed time,192.168.46.11 CPU user,192.168.46.12 CPU user,192.168.46.13 CPU user
11:50:21.0,0.123,,0.128
11:50:22.0,0.0,0.134,0.0
11:50:23.0,0.0,0.0,0.0
11:50:24.0,0.0,0.0,0.25
11:50:25.0,0.0,0.0,0.0
11:50:26.0,1.0,0.25,0.753
11:50:27.0,4.5,3.517,2.015
11:50:28.0,0.25,0.25,0.25
11:50:29.0,0.25,0.0,0.0
11:50:30.0,0.248,0.25,0.249
11:50:31.0,0.0,0.0,0.0
11:50:32.0,0.0,0.25,0.0
11:50:33.0,0.249,0.0,0.0
11:50:34.0,0.0,0.0,0.0
11:50:35.0,0.25,0.25,0.0
11:50:36.0,0.25,0.25,0.0
11:50:37.0,5.569,3.045,6.091
11:50:38.0,0.251,4.03,0.0
11:50:39.0,0.0,0.25,0.25
11:50:40.0,0.0,0.25,0.25
11:50:41.0,0.0,0.0,0.0
11:50:42.0,0.249,0.0,0.0
11:50:43.0,0.0,0.0,0.5
11:50:44.0,0.0,0.249,0.0
11:50:45.0,0.0,0.25,0.0
11:50:46.0,0.25,0.0,0.0
11:50:47.0,0.25,0.0,0.25
11:50:48.0,0.25,0.25,12.371
11:50:49.0,11.508,12.755,0.5
11:50:50.0,0.0,0.0,0.249
11:50:51.0,0.0,0.0,0.249
11:50:52.0,0.0,0.248,0.0
11:50:53.0,0.0,0.0,0.25
11:50:54.0,0.0,0.0,0.0
11:50:55.0,0.25,0.0,0.0
11:50:56.0,0.25,0.0,0.25
11:50:57.0,0.0,0.25,0.25
11:50:58.0,0.248,0.0,0.0
11:50:59.0,0.0,0.25,0.0
11:51:00.0,0.249,0.25,2.512
11:51:01.0,20.779,15.92,16.103
11:51:02.0,0.0,6.565,0.0
11:51:03.0,0.0,0.0,0.25
11:51:04.0,0.0,0.0,0.0
11:51:05.0,0.0,0.25,0.0
11:51:06.0,0.0,0.25,0.25
11:51:07.0,0.0,0.25,0.0
11:51:08.0,0.0,0.0,0.248
11:51:09.0,0.0,0.25,0.0
11:51:10.0,0.249,0.0,0.249
11:51:11.0,0.0,0.249,0.0
11:51:12.0,0.25,0.0,0.249
11:51:13.0,0.0,0.0,0.0
11:51:14.0,9.523,3.225,22.193
11:51:15.0,19.791,26.165,6.06
11:51:16.0,0.25,0.249,0.0
11:51:17.0,0.0,0.25,0.0
11:51:18.0,0.25,0.25,0.25
11:51:19.0,0.0,0.25,0.0
11:51:20.0,0.0,0.25,0.249
11:51:21.0,0.0,0.0,0.0
11:51:22.0,0.0,0.25,0.0
11:51:23.0,0.0,0.0,0.249
11:51:24.0,0.0,0.25,0.0
11:51:25.0,0.25,0.25,0.249
11:51:26.0,0.0,0.249,0.0
11:51:27.0,0.25,0.0,0.0
11:51:28.0,4.05,0.249,23.383
11:51:29.0,32.467,34.102,23.56
11:51:30.0,6.218,10.353,0.249
11:51:31.0,0.0,0.0,0.498
11:51:32.0,0.0,0.25,0.0
11:51:33.0,0.25,0.25,0.0
11:51:34.0,0.25,0.25,0.25
11:51:35.0,0.0,0.0,0.25
11:51:36.0,0.0,0.25,0.25
11:51:37.0,0.25,0.0,0.0
11:51:38.0,0.0,0.249,0.0
11:51:39.0,0.25,0.0,0.249
11:51:40.0,0.0,0.25,0.25
11:51:41.0,0.0,0.25,0.0
11:51:42.0,0.25,0.25,0.25
11:51:43.0,2.481,0.753,17.391
11:51:44.0,33.866,28.426,31.635
11:51:45.0,19.28,29.471,9.848
11:51:46.0,0.25,0.0,0.0
11:51:47.0,0.0,1.246,0.25
11:51:48.0,0.25,0.0,0.0
11:51:49.0,0.25,0.25,0.0
11:51:50.0,0.0,0.0,0.0
11:51:51.0,0.25,0.249,0.0
11:51:52.0,0.0,0.0,0.25
11:51:53.0,0.25,0.0,0.0
11:51:54.0,0.0,0.25,0.249
11:51:55.0,0.0,0.0,0.0
11:51:56.0,0.498,0.0,0.249
11:51:57.0,0.25,0.0,0.0
11:51:58.0,0.249,0.0,0.0
11:51:59.0,0.0,0.0,12.626
11:52:00.0,30.569,20.844,34.473
11:52:01.0,38.653,30.729,25.064
11:52:02.0,5.263,17.091,0.0
11:52:03.0,0.0,0.0,0.0
11:52:04.0,1.246,0.249,0.25
11:52:05.0,0.25,0.501,0.0
11:52:06.0,0.0,0.0,0.0
11:52:07.0,0.0,0.0,0.25
11:52:08.0,0.25,0.0,0.0
11:52:09.0,0.0,0.249,0.249
11:52:10.0,0.0,0.0,0.25
11:52:11.0,0.0,0.0,0.0
11:52:12.0,0.0,0.25,0.0
11:52:13.0,0.248,0.0,0.0
11:52:14.0,0.0,0.25,0.249
11:52:15.0,0.0,0.0,0.25
11:52:16.0,0.0,0.0,7.088
11:52:17.0,25.974,18.461,35.501
11:52:18.0,29.35,29.715,32.804
11:52:19.0,23.453,29.242,4.488
11:52:20.0,0.0,0.0,0.0
11:52:21.0,0.25,0.0,0.25
11:52:22.0,0.25,3.0,0.0
11:52:23.0,0.0,0.75,0.25
11:52:24.0,0.25,0.0,0.0
11:52:25.0,0.25,0.0,0.249
11:52:26.0,0.0,0.0,0.0
11:52:27.0,0.251,0.0,0.5
11:52:28.0,0.0,0.0,0.249
11:52:29.0,0.249,0.25,0.0
11:52:30.0,0.0,0.0,0.0
11:52:31.0,0.0,0.25,0.0
11:52:32.0,0.25,0.0,0.25
11:52:33.0,0.25,0.0,0.0
11:52:34.0,0.0,0.25,0.0
11:52:35.0,20.865,12.814,33.506
11:52:36.0,33.595,31.853,33.156
11:52:37.0,27.513,33.333,14.861
11:52:38.0,0.0,2.763,0.249
11:52:39.0,0.0,0.0,0.25
11:52:40.0,0.25,0.0,0.0
11:52:41.0,0.0,0.25,0.25
11:52:42.0,0.0,0.0,0.0
11:52:43.0,0.249,0.0,0.25
11:52:44.0,0.0,0.0,0.25
11:52:45.0,0.0,0.25,0.25
11:52:46.0,0.0,0.0,0.25
11:52:47.0,0.0,0.249,0.0
11:52:48.0,0.25,0.0,0.25
11:52:49.0,0.25,0.25,0.0
11:52:50.0,0.0,0.0,0.0
11:52:51.0,0.0,0.0,0.25
11:52:52.0,0.0,0.25,0.0
11:52:53.0,0.498,0.0,0.25
11:52:54.0,10.353,2.005,23.56
11:52:55.0,30.623,35.384,32.8
11:52:56.0,33.333,27.154,20.997
11:52:57.0,3.526,14.213,0.0
11:52:58.0,0.0,0.0,0.0
11:52:59.0,0.0,0.0,0.0
11:53:00.0,0.0,0.249,0.25
11:53:01.0,0.25,0.0,0.25
11:53:02.0,0.0,0.0,0.0
11:53:03.0,0.0,0.0,0.0
11:53:04.0,0.0,0.249,0.25
11:53:05.0,0.0,0.0,0.249
11:53:06.0,0.0,0.0,0.0
11:53:07.0,0.0,0.0,0.0
11:53:08.0,0.0,0.0,0.0
11:53:09.0,0.249,0.0,0.25
11:53:10.0,0.0,0.0,0.25
11:53:11.0,0.0,0.0,0.249
11:53:12.0,0.0,0.0,0.25
11:53:13.0,0.25,0.0,0.0
11:53:14.0,1.503,0.0,18.891
11:53:15.0,32.368,28.282,32.01
11:53:16.0,36.675,32.804,32.824
11:53:17.0,15.641,25.628,2.525
11:53:18.0,0.0,0.0,0.0
11:53:19.0,0.0,0.249,0.25
11:53:20.0,0.0,0.0,0.0
11:53:21.0,0.0,0.25,0.0
11:53:22.0,0.0,0.0,0.0
11:53:23.0,0.0,0.0,0.249
11:53:24.0,0.0,0.0,0.0
11:53:25.0,0.0,0.0,0.0
11:53:26.0,0.0,0.0,0.25
11:53:27.0,0.25,0.25,0.0
