Elapsed time,192.168.46.15 CPU user
10:59:55.0,3.625
10:59:56.0,0.0
10:59:57.0,0.25
10:59:58.0,11.868
10:59:59.0,48.888
11:00:00.0,73.047
11:00:01.0,77.974
11:00:02.0,65.743
11:00:03.0,40.149
11:00:04.0,20.408
11:00:05.0,21.553
11:00:06.0,19.132
11:00:07.0,19.444
11:00:08.0,18.796
11:00:09.0,18.575
11:00:10.0,23.057
11:00:11.0,24.0
11:00:12.0,21.804
11:00:13.0,23.5
11:00:14.0,22.807
11:00:15.0,24.189
11:00:16.0,22.361
11:00:17.0,22.055
11:00:18.0,74.307
11:00:19.0,91.959
11:00:20.0,86.934
11:00:21.0,85.75
11:00:22.0,77.889
11:00:23.0,50.753
11:00:24.0,53.465
11:00:25.0,51.522
11:00:26.0,44.584
11:00:27.0,40.806
11:00:28.0,42.171
11:00:29.0,42.171
11:00:30.0,40.1
11:00:31.0,40.1
11:00:32.0,42.25
11:00:33.0,54.5
11:00:34.0,39.44
11:00:35.0,40.0
11:00:36.0,40.5
11:00:37.0,39.303
11:00:38.0,42.784
11:00:39.0,44.05
11:00:40.0,44.472
11:00:41.0,45.386
11:00:42.0,47.328
11:00:43.0,46.464
11:00:44.0,48.214
11:00:45.0,42.183
11:00:46.0,41.959
11:00:47.0,51.758
11:00:48.0,41.0
11:00:49.0,37.655
11:00:50.0,39.593
11:00:51.0,39.195
11:00:52.0,40.759
11:00:53.0,39.949
11:00:54.0,39.25
11:00:55.0,38.287
11:00:56.0,38.693
11:00:57.0,45.454
11:00:58.0,41.057
11:00:59.0,38.902
11:01:00.0,37.468
11:01:01.0,42.355
11:01:02.0,37.81
11:01:03.0,34.343
11:01:04.0,35.012
11:01:05.0,35.768
11:01:06.0,35.678
11:01:07.0,39.24
11:01:08.0,35.025
11:01:09.0,38.693
11:01:10.0,44.332
11:01:11.0,39.141
11:01:12.0,41.666
11:01:13.0,48.484
11:01:14.0,38.403
11:01:15.0,38.071
11:01:16.0,40.05
11:01:17.0,36.18
11:01:18.0,36.591
11:01:19.0,36.202
11:01:20.0,33.75
11:01:21.0,34.0
11:01:22.0,39.141
11:01:23.0,41.044
11:01:24.0,41.919
11:01:25.0,41.708
11:01:26.0,40.909
11:01:27.0,36.09
11:01:28.0,40.404
11:01:29.0,38.345
11:01:30.0,44.332
11:01:31.0,43.283
11:01:32.0,50.375
11:01:33.0,46.582
11:01:34.0,45.012
11:01:35.0,39.25
11:01:36.0,38.383
11:01:37.0,40.554
11:01:38.0,40.506
11:01:39.0,48.11
11:01:40.0,36.5
11:01:41.0,35.087
11:01:42.0,33.919
11:01:43.0,35.338
