bm,docker,dockeriso,lxc
8601.989218518518,6083.213259259258,7787.4223481481495,8602.38840925926
8624.203896296296,7932.636411111113,8865.218244444442,8587.672338888891
8576.615870370371,7796.086009259259,8882.370187037039,8899.859048148144
8571.121251851853,7898.471231481482,8488.009885185187,8859.806674074074
8562.34421296296,7906.985583333338,8932.502853703709,8830.972448148152
