bm,docker,dockeriso,lxc
3468.472514814814,3374.546285185186,3024.9292888888885,2678.347692592592
2821.4751592592597,3320.9550962962953,2952.4104055555545,3231.608096296297
3194.2611425925934,3409.8236351851847,2674.0433592592603,2908.182148148148
3112.052237037037,3381.1493925925934,3481.0849259259267,3013.6697962962958
3119.248122222223,3665.7443037037033,3046.283644444445,2746.1249907407423
