bm,docker,dockeriso,lxc
4867.460246296299,4830.434712962963,4662.7865648148145,4494.256253703702
4793.840442592592,4945.923746296295,4821.849309259258,4648.716587037038
4914.552987037038,4792.617516666666,4832.376512962961,4580.705720370371
4936.438283333333,4976.838838888888,4850.4383148148145,4704.655833333335
4942.405911111111,4929.728501851851,4802.995398148148,4681.935218518516
