bm,docker,dockeriso,lxc
4779.824401851852,2275.5395814814815,3944.458731481482,4783.332551851851
4799.778040740742,4088.0542722222212,5009.772522222223,4770.94346851852
4753.794340740739,3964.1819148148147,5065.150375925928,5086.572657407406
4735.070050000001,4069.1304351851854,4669.7490148148145,5023.467174074076
4734.9891592592585,4086.438516666665,5089.001666666668,5012.361761111109
