Elapsed time,192.168.46.11 Disks I/O unit=mb:readbytes:fs=/,192.168.46.12 Disks I/O unit=mb:readbytes:fs=/,192.168.46.13 Disks I/O unit=mb:readbytes:fs=/
15:28:10.0,0.0,,0.0
15:28:11.0,0.0,0.0,0.0
15:28:12.0,0.0,0.0,0.0
15:28:13.0,0.0,0.0,0.0
15:28:14.0,0.0,0.0,0.0
15:28:15.0,0.0,0.0,0.0
15:28:16.0,0.0,0.0,0.0
15:28:17.0,0.0,0.0,0.0
15:28:18.0,0.0,0.0,0.0
15:28:19.0,0.0,0.0,0.0
15:28:20.0,0.0,0.0,0.0
15:28:21.0,0.0,0.0,0.0
15:28:22.0,0.0,0.0,0.0
15:28:23.0,0.0,0.0,0.003
15:28:24.0,0.003,0.0,0.0
15:28:25.0,0.0,0.0,0.0
15:28:26.0,0.0,0.0,0.0
15:28:27.0,0.0,0.0,0.0
15:28:28.0,0.0,0.0,0.0
15:28:29.0,0.0,0.0,0.0
15:28:30.0,0.0,0.0,0.0
15:28:31.0,0.0,0.0,0.0
15:28:32.0,0.0,0.0,0.0
15:28:33.0,0.0,0.0,0.0
15:28:34.0,0.0,0.0,0.0
15:28:35.0,0.0,0.0,0.0
15:28:36.0,0.0,0.0,0.003
15:28:37.0,0.0,0.0,0.0
15:28:38.0,0.0,0.0,0.0
15:28:39.0,0.0,0.0,0.0
15:28:40.0,0.0,0.0,0.0
15:28:41.0,0.0,0.0,0.003
15:28:42.0,0.0,0.0,0.0
15:28:43.0,0.0,0.0,0.0
15:28:44.0,0.0,0.0,0.003
15:28:45.0,0.0,0.0,0.0
15:28:46.0,0.0,0.0,0.0
15:28:47.0,0.0,0.0,0.0
15:28:48.0,0.0,0.0,0.0
15:28:49.0,0.0,0.0,0.0
15:28:50.0,0.0,0.0,0.0
15:28:51.0,0.0,0.0,0.003
15:28:52.0,0.0,0.0,0.0
15:28:53.0,0.0,0.0,0.0
15:28:54.0,0.0,0.0,0.0
15:28:55.0,0.0,0.0,0.0
15:28:56.0,0.0,0.0,0.0
15:28:57.0,0.0,0.0,0.0
15:28:58.0,0.0,0.0,0.0
15:28:59.0,0.0,0.0,0.0
15:29:00.0,0.0,0.0,0.007
15:29:01.0,0.0,0.0,0.0
15:29:02.0,0.0,0.0,0.0
15:29:03.0,0.0,0.0,0.0
15:29:04.0,0.0,0.0,0.0
15:29:05.0,0.0,0.0,0.0
15:29:06.0,0.0,0.0,0.0
15:29:07.0,0.0,0.0,0.0
15:29:08.0,0.0,0.0,0.0
15:29:09.0,0.0,0.0,0.0
15:29:10.0,0.0,0.0,0.0
15:29:11.0,0.0,0.0,0.0
15:29:12.0,0.0,0.0,0.003
15:29:13.0,0.0,0.0,0.0
15:29:14.0,0.0,0.0,0.0
15:29:15.0,0.0,0.0,0.0
15:29:16.0,0.0,0.0,0.0
15:29:17.0,0.0,0.0,0.0
15:29:18.0,0.0,0.0,0.0
15:29:19.0,0.0,0.0,0.0
15:29:20.0,0.0,0.0,0.0
15:29:21.0,0.0,0.0,0.0
15:29:22.0,0.0,0.0,0.0
15:29:23.0,0.0,0.0,0.0
15:29:24.0,0.0,0.0,0.0
15:29:25.0,0.0,0.0,0.0
15:29:26.0,0.0,0.0,0.003
15:29:27.0,0.0,0.0,0.0
15:29:28.0,0.0,0.0,0.0
15:29:29.0,0.0,0.0,0.0
15:29:30.0,0.0,0.0,0.0
15:29:31.0,0.0,0.0,0.007
15:29:32.0,0.0,0.0,0.0
15:29:33.0,0.0,0.0,0.0
15:29:34.0,0.0,0.0,0.0
15:29:35.0,0.0,0.0,0.0
15:29:36.0,0.0,0.0,0.0
15:29:37.0,0.0,0.0,0.003
15:29:38.0,0.0,0.0,0.0
15:29:39.0,0.0,0.0,0.0
15:29:40.0,0.0,0.0,0.0
15:29:41.0,0.0,0.0,0.0
15:29:42.0,0.0,0.0,0.0
15:29:43.0,0.0,0.0,0.0
15:29:44.0,0.0,0.0,0.0
15:29:45.0,0.0,0.0,0.0
15:29:46.0,0.0,0.0,0.0
15:29:47.0,0.0,0.0,0.0
15:29:48.0,0.0,0.0,0.0
15:29:49.0,0.0,0.0,0.0
15:29:50.0,0.0,0.0,0.0
15:29:51.0,0.0,0.0,0.003
15:29:52.0,0.0,0.0,0.0
15:29:53.0,0.0,0.0,0.0
15:29:54.0,0.0,0.0,0.0
15:29:55.0,0.0,0.0,0.0
15:29:56.0,0.0,0.0,0.0
15:29:57.0,0.0,0.0,0.0
15:29:58.0,0.0,0.0,0.0
15:29:59.0,0.0,0.0,0.0
15:30:00.0,0.0,0.0,0.0
15:30:01.0,0.0,0.0,0.007
15:30:02.0,0.0,0.0,0.0
15:30:03.0,0.0,0.0,0.0
15:30:04.0,0.0,0.0,0.0
15:30:05.0,0.0,0.0,0.0
15:30:06.0,0.0,0.0,0.0
15:30:07.0,0.0,0.0,0.0
15:30:08.0,0.0,0.0,0.003
15:30:09.0,0.5,0.0,0.0
15:30:10.0,0.0,0.0,0.0
15:30:11.0,0.0,0.0,0.0
15:30:12.0,0.0,0.007,0.0
15:30:13.0,0.0,0.0,0.0
15:30:14.0,0.0,0.0,0.0
15:30:15.0,0.0,0.0,0.0
15:30:16.0,0.0,0.0,0.0
15:30:17.0,0.0,0.0,0.0
15:30:18.0,0.0,0.0,0.003
15:30:19.0,0.0,0.0,0.0
15:30:20.0,0.0,0.0,0.0
15:30:21.0,0.0,0.0,0.0
15:30:22.0,0.0,0.0,0.0
15:30:23.0,0.0,0.0,0.0
15:30:24.0,0.0,0.0,0.0
15:30:25.0,0.0,0.0,0.0
15:30:26.0,0.0,0.0,0.0
15:30:27.0,0.0,0.0,0.0
15:30:28.0,0.0,0.0,0.0
15:30:29.0,0.0,0.0,0.003
15:30:30.0,0.0,0.0,0.0
15:30:31.0,0.0,0.0,0.0
15:30:32.0,0.0,0.0,0.003
15:30:33.0,0.0,0.0,0.003
15:30:34.0,0.0,0.0,0.0
15:30:35.0,0.0,0.0,0.0
15:30:36.0,0.0,0.0,0.0
15:30:37.0,0.0,0.0,0.0
15:30:38.0,0.0,0.0,0.0
15:30:39.0,0.0,0.0,0.0
15:30:40.0,0.0,0.0,0.0
15:30:41.0,0.0,0.0,0.0
15:30:42.0,0.0,0.0,0.0
15:30:43.0,0.0,0.0,0.003
15:30:44.0,0.0,0.0,0.0
15:30:45.0,0.0,0.0,0.0
15:30:46.0,0.0,0.0,0.0
15:30:47.0,0.0,0.0,0.0
15:30:48.0,0.0,0.0,0.0
15:30:49.0,0.0,0.0,0.0
15:30:50.0,0.0,0.0,0.0
15:30:51.0,0.0,0.0,0.0
15:30:52.0,0.0,0.003,0.0
15:30:53.0,0.0,0.0,0.0
15:30:54.0,0.0,0.0,0.003
15:30:55.0,0.0,0.0,0.0
15:30:56.0,0.0,0.0,0.0
15:30:57.0,0.0,0.0,0.0
15:30:58.0,0.0,0.0,0.0
15:30:59.0,0.0,0.0,0.003
15:31:00.0,0.0,0.0,0.0
15:31:01.0,0.0,0.0,0.0
15:31:02.0,0.0,0.0,0.003
15:31:03.0,0.0,0.003,0.0
15:31:04.0,0.0,0.0,0.0
15:31:05.0,0.0,0.0,0.0
15:31:06.0,0.0,0.0,0.0
15:31:07.0,0.0,0.007,0.0
15:31:08.0,0.0,0.0,0.0
15:31:09.0,0.0,0.0,0.0
15:31:10.0,0.0,0.0,0.0
15:31:11.0,0.0,0.0,0.0
15:31:12.0,0.0,0.0,0.003
15:31:13.0,0.0,0.0,0.0
15:31:14.0,0.0,0.0,0.0
15:31:15.0,0.0,0.0,0.003
15:31:16.0,0.0,0.0,0.0
15:31:17.0,0.0,0.003,0.0
15:31:18.0,0.0,0.0,0.0
15:31:19.0,0.0,0.0,0.0
15:31:20.0,0.0,0.0,0.0
15:31:21.0,0.0,0.0,0.0
15:31:22.0,0.0,0.0,0.0
15:31:23.0,0.0,0.0,0.0
15:31:24.0,0.0,0.0,0.003
