Elapsed time,192.168.46.15 CPU user
10:31:47.0,0.901
10:31:48.0,0.0
10:31:49.0,11.421
10:31:50.0,43.181
10:31:51.0,21.608
10:31:52.0,19.444
10:31:53.0,21.052
10:31:54.0,22.332
10:31:55.0,23.192
10:31:56.0,20.802
10:31:57.0,20.698
10:31:58.0,21.052
10:31:59.0,22.055
10:32:00.0,21.553
10:32:01.0,20.75
10:32:02.0,20.698
10:32:03.0,22.25
10:32:04.0,21.75
10:32:05.0,22.194
10:32:06.0,20.75
10:32:07.0,29.396
10:32:08.0,83.163
10:32:09.0,83.0
10:32:10.0,79.04
10:32:11.0,45.864
10:32:12.0,31.738
10:32:13.0,31.0
10:32:14.0,29.5
10:32:15.0,27.5
10:32:16.0,26.952
10:32:17.0,28.465
10:32:18.0,27.386
10:32:19.0,27.386
10:32:20.0,33.915
10:32:21.0,29.072
10:32:22.0,29.145
10:32:23.0,28.571
10:32:24.0,28.499
10:32:25.0,28.14
10:32:26.0,29.85
10:32:27.0,27.431
10:32:28.0,27.25
10:32:29.0,27.182
10:32:30.0,27.638
10:32:31.0,28.07
10:32:32.0,27.204
10:32:33.0,28.715
10:32:34.0,31.578
10:32:35.0,27.431
10:32:36.0,28.0
10:32:37.0,27.86
10:32:38.0,28.249
10:32:39.0,27.431
10:32:40.0,27.455
10:32:41.0,27.363
10:32:42.0,27.135
10:32:43.0,27.819
10:32:44.0,27.68
10:32:45.0,28.749
10:32:46.0,28.428
10:32:47.0,29.323
10:32:48.0,27.611
10:32:49.0,28.179
10:32:50.0,29.925
10:32:51.0,30.5
10:32:52.0,27.638
10:32:53.0,27.182
10:32:54.0,28.32
10:32:55.0,26.582
10:32:56.0,26.616
10:32:57.0,27.68
10:32:58.0,30.174
10:32:59.0,28.32
10:33:00.0,26.817
10:33:01.0,27.295
10:33:02.0,27.318
10:33:03.0,26.7
10:33:04.0,27.182
10:33:05.0,29.145
10:33:06.0,26.817
10:33:07.0,28.643
10:33:08.0,27.568
10:33:09.0,27.135
10:33:10.0,27.114
10:33:11.0,27.777
10:33:12.0,27.067
10:33:13.0,28.967
10:33:14.0,27.114
10:33:15.0,27.135
10:33:16.0,26.884
10:33:17.0,27.114
10:33:18.0,27.318
10:33:19.0,27.363
10:33:20.0,29.824
10:33:21.0,27.75
10:33:22.0,27.93
10:33:23.0,26.817
10:33:24.0,27.431
10:33:25.0,28.0
10:33:26.0,27.68
10:33:27.0,27.568
10:33:28.0,27.25
10:33:29.0,27.318
10:33:30.0,27.611
10:33:31.0,27.295
10:33:32.0,29.5
10:33:33.0,27.135
10:33:34.0,28.07
10:33:35.0,28.787
10:33:36.0,27.93
10:33:37.0,26.952
10:33:38.0,27.819
10:33:39.0,27.182
10:33:40.0,27.114
10:33:41.0,27.5
10:33:42.0,27.819
10:33:43.0,27.135
10:33:44.0,27.067
10:33:45.0,26.566
10:33:46.0,26.683
10:33:47.0,28.0
10:33:48.0,27.318
10:33:49.0,26.75
10:33:50.0,40.0
10:33:51.0,34.0
10:33:52.0,27.75
10:33:53.0,26.817
10:33:54.0,27.067
10:33:55.0,26.381
10:33:56.0,26.75
10:33:57.0,28.571
10:33:58.0,26.884
10:33:59.0,28.07
10:34:00.0,27.431
10:34:01.0,30.922
10:34:02.0,27.75
10:34:03.0,27.568
10:34:04.0,27.25
10:34:05.0,27.638
10:34:06.0,27.114
10:34:07.0,27.182
10:34:08.0,27.182
10:34:09.0,27.431
10:34:10.0,27.568
10:34:11.0,27.68
10:34:12.0,27.182
10:34:13.0,27.86
10:34:14.0,28.14
10:34:15.0,26.817
10:34:16.0,27.363
10:34:17.0,27.611
10:34:18.0,27.318
10:34:19.0,26.448
10:34:20.0,27.25
10:34:21.0,26.932
10:34:22.0,26.817
10:34:23.0,29.601
10:34:24.0,28.678
10:34:25.0,28.249
10:34:26.0,28.249
10:34:27.0,27.5
10:34:28.0,26.884
10:34:29.0,27.819
10:34:30.0,27.067
10:34:31.0,28.358
10:34:32.0,27.135
10:34:33.0,27.611
10:34:34.0,27.386
10:34:35.0,27.525
10:34:36.0,27.318
10:34:37.0,27.135
10:34:38.0,28.0
10:34:39.0,26.952
10:34:40.0,27.135
10:34:41.0,27.047
10:34:42.0,26.633
10:34:43.0,27.0
10:34:44.0,26.884
10:34:45.0,26.865
10:34:46.0,28.999
10:34:47.0,26.952
10:34:48.0,27.363
10:34:49.0,27.363
10:34:50.0,21.804
10:34:51.0,0.75
10:34:52.0,2.743
10:34:53.0,3.274
10:34:54.0,0.501
10:34:55.0,0.251
10:34:56.0,0.0
10:34:57.0,0.0
10:34:58.0,0.253
