Elapsed time,192.168.46.15 Memory unit=mb:used
14:36:51.0,15115.578
14:36:52.0,15115.578
14:36:53.0,15115.578
14:36:54.0,15115.578
14:36:55.0,15115.578
14:36:56.0,15115.578
14:36:57.0,15115.609
14:36:58.0,15115.714
14:36:59.0,15115.714
14:37:00.0,15132.25
14:37:01.0,15166.765
14:37:02.0,15170.679
14:37:03.0,15187.593
14:37:04.0,15292.89
14:37:05.0,15359.894
14:37:06.0,15390.863
14:37:07.0,15433.257
14:37:08.0,15474.027
14:37:09.0,15510.574
14:37:10.0,15563.843
14:37:11.0,15594.406
14:37:12.0,15648.046
14:37:13.0,15686.679
14:37:14.0,15726.812
14:37:15.0,15769.359
14:37:16.0,15745.269
14:37:17.0,15754.675
14:37:18.0,15755.808
14:37:19.0,15757.906
14:37:20.0,15760.046
14:37:21.0,15759.027
14:37:22.0,15756.234
14:37:23.0,15758.632
14:37:24.0,15758.914
14:37:25.0,15759.765
14:37:26.0,15757.152
14:37:27.0,15758.417
14:37:28.0,15756.304
14:37:29.0,15758.332
14:37:30.0,15761.0
14:37:31.0,15759.378
14:37:32.0,15760.191
14:37:33.0,15758.558
14:37:34.0,15758.902
14:37:35.0,15757.433
14:37:36.0,15758.808
14:37:37.0,15758.968
14:37:38.0,15759.625
14:37:39.0,15762.562
14:37:40.0,15758.578
14:37:41.0,15759.433
14:37:42.0,15760.898
14:37:43.0,15757.976
14:37:44.0,15761.57
14:37:45.0,15758.414
14:37:46.0,15759.851
14:37:47.0,15759.816
14:37:48.0,15758.707
14:37:49.0,15761.91
14:37:50.0,15758.691
14:37:51.0,15759.238
14:37:52.0,15757.574
14:37:53.0,15761.882
14:37:54.0,15759.664
14:37:55.0,15759.445
14:37:56.0,15760.285
14:37:57.0,15763.074
14:37:58.0,15775.832
14:37:59.0,15775.175
14:38:00.0,15776.863
14:38:01.0,15778.445
14:38:02.0,15776.726
14:38:03.0,15774.937
14:38:04.0,15776.812
14:38:05.0,15776.312
14:38:06.0,15777.406
14:38:07.0,15774.156
14:38:08.0,15777.562
14:38:09.0,15774.687
14:38:10.0,15776.125
14:38:11.0,15777.25
14:38:12.0,15777.312
14:38:13.0,15774.527
14:38:14.0,15778.011
14:38:15.0,15775.667
14:38:16.0,15776.699
14:38:17.0,15774.105
14:38:18.0,15777.277
14:38:19.0,15776.042
14:38:20.0,15776.73
14:38:21.0,15775.792
14:38:22.0,15775.417
14:38:23.0,15776.433
14:38:24.0,15776.691
14:38:25.0,15776.835
14:38:26.0,15776.507
14:38:27.0,15778.164
14:38:28.0,15769.074
14:38:29.0,15759.195
14:38:30.0,15775.558
14:38:31.0,15749.492
14:38:32.0,15764.5
14:38:33.0,15775.566
14:38:34.0,15772.933
14:38:35.0,15767.652
14:38:36.0,15778.445
14:38:37.0,15774.058
14:38:38.0,15765.738
14:38:39.0,15778.843
14:38:40.0,15774.199
14:38:41.0,15772.125
14:38:42.0,15764.464
14:38:43.0,15778.589
14:38:44.0,15771.117
14:38:45.0,15766.48
14:38:46.0,15779.042
14:38:47.0,15774.671
14:38:48.0,15747.023
14:38:49.0,15762.125
14:38:50.0,15772.136
14:38:51.0,15767.886
14:38:52.0,15764.468
14:38:53.0,15774.097
14:38:54.0,15768.687
14:38:55.0,15781.781
14:38:56.0,15775.105
14:38:57.0,15771.484
14:38:58.0,15765.769
14:38:59.0,15776.66
14:39:00.0,15775.89
14:39:01.0,15766.761
14:39:02.0,15781.539
14:39:03.0,15773.21
14:39:04.0,15767.683
14:39:05.0,15765.714
14:39:06.0,15773.89
14:39:07.0,15771.453
14:39:08.0,15781.289
14:39:09.0,15774.937
14:39:10.0,15769.222
14:39:11.0,15764.562
14:39:12.0,15777.41
14:39:13.0,15773.613
14:39:14.0,15767.144
14:39:15.0,15779.929
14:39:16.0,15775.753
14:39:17.0,15768.882
14:39:18.0,15780.917
14:39:19.0,15774.48
14:39:20.0,15768.457
14:39:21.0,15782.46
14:39:22.0,15775.894
14:39:23.0,15769.851
14:39:24.0,15765.671
14:39:25.0,15778.371
14:39:26.0,15772.839
14:39:27.0,15765.261
14:39:28.0,15778.695
14:39:29.0,15776.144
14:39:30.0,15768.531
14:39:31.0,15780.441
14:39:32.0,15773.617
14:39:33.0,15769.738
14:39:34.0,15780.546
14:39:35.0,15775.238
14:39:36.0,15771.23
14:39:37.0,15764.261
14:39:38.0,15776.82
14:39:39.0,15772.14
14:39:40.0,15769.058
14:39:41.0,15779.218
14:39:42.0,15774.402
14:39:43.0,15769.847
14:39:44.0,15764.953
14:39:45.0,15776.347
14:39:46.0,15771.171
14:39:47.0,15780.214
14:39:48.0,15775.992
14:39:49.0,15774.097
14:39:50.0,15765.117
14:39:51.0,15778.765
14:39:52.0,15774.898
14:39:53.0,15779.41
14:39:54.0,15752.769
14:39:55.0,15766.625
14:39:56.0,15776.937
14:39:57.0,15754.437
14:39:58.0,15764.128
14:39:59.0,15779.105
14:40:00.0,15772.0
14:40:01.0,15764.878
14:40:02.0,15777.113
14:40:03.0,15780.632
14:40:04.0,15767.457
14:40:05.0,15777.542
14:40:06.0,15771.734
14:40:07.0,15767.89
14:40:08.0,15779.167
14:40:09.0,15764.945
14:40:10.0,15776.417
14:40:11.0,15752.066
14:40:12.0,15768.378
14:40:13.0,15779.246
14:40:14.0,15772.816
14:40:15.0,15765.359
14:40:16.0,15778.582
14:40:17.0,15773.621
14:40:18.0,15765.949
14:40:19.0,15782.414
14:40:20.0,15774.835
14:40:21.0,15770.976
14:40:22.0,15765.792
14:40:23.0,15775.554
14:40:24.0,15771.699
14:40:25.0,15746.722
14:40:26.0,15762.058
14:40:27.0,15771.925
14:40:28.0,15781.472
14:40:29.0,15775.488
14:40:30.0,15772.449
14:40:31.0,15767.718
14:40:32.0,15780.171
14:40:33.0,15774.476
14:40:34.0,15771.535
14:40:35.0,15781.289
14:40:36.0,15776.105
14:40:37.0,15770.14
14:40:38.0,15767.066
14:40:39.0,15778.765
14:40:40.0,15776.648
14:40:41.0,15767.835
14:40:42.0,15779.007
14:40:43.0,15775.355
14:40:44.0,15769.324
14:40:45.0,15780.425
14:40:46.0,15776.39
14:40:47.0,15769.8
14:40:48.0,15765.031
14:40:49.0,15777.714
14:40:50.0,15753.16
14:40:51.0,15766.242
14:40:52.0,15777.976
14:40:53.0,15771.64
14:40:54.0,15766.195
14:40:55.0,15779.64
14:40:56.0,15769.886
14:40:57.0,15767.55
14:40:58.0,15776.929
14:40:59.0,15773.398
14:41:00.0,15768.046
14:41:01.0,15781.445
14:41:02.0,15775.437
14:41:03.0,15768.011
14:41:04.0,15782.582
14:41:05.0,15779.359
14:41:06.0,15769.527
14:41:07.0,15765.582
14:41:08.0,15778.515
14:41:09.0,15770.925
14:41:10.0,15765.773
14:41:11.0,15777.148
14:41:12.0,15773.757
14:41:13.0,15765.261
14:41:14.0,15776.792
14:41:15.0,15771.601
14:41:16.0,15774.765
14:41:17.0,15780.304
14:41:18.0,15773.527
14:41:19.0,15775.203
14:41:20.0,15774.121
14:41:21.0,15780.296
14:41:22.0,15769.96
14:41:23.0,15777.109
14:41:24.0,15775.773
14:41:25.0,15780.515
14:41:26.0,15774.527
14:41:27.0,15766.722
14:41:28.0,15779.726
14:41:29.0,15775.257
14:41:30.0,15777.003
14:41:31.0,15780.542
14:41:32.0,15782.8
14:41:33.0,15777.804
14:41:34.0,15781.023
14:41:35.0,15775.832
14:41:36.0,15776.3
14:41:37.0,15766.359
14:41:38.0,15778.671
14:41:39.0,15771.035
14:41:40.0,15764.058
14:41:41.0,15776.777
14:41:42.0,15771.929
14:41:43.0,15763.664
14:41:44.0,15775.218
14:41:45.0,15773.46
14:41:46.0,15781.925
14:41:47.0,15773.515
14:41:48.0,15767.332
14:41:49.0,15779.355
14:41:50.0,15763.843
14:41:51.0,15775.066
14:41:52.0,15765.996
14:41:53.0,15779.109
14:41:54.0,15764.027
14:41:55.0,15774.898
14:41:56.0,15767.484
14:41:57.0,15778.332
14:41:58.0,15764.152
14:41:59.0,15775.003
14:42:00.0,15769.441
14:42:01.0,15771.746
14:42:02.0,15770.964
14:42:03.0,15770.933
14:42:04.0,15770.933
14:42:05.0,15770.933
14:42:06.0,15770.933
14:42:07.0,15770.933
14:42:08.0,15770.933
14:42:09.0,15770.933
14:42:10.0,15770.933
14:42:11.0,15770.902
14:42:12.0,15770.949
14:42:13.0,15770.949
14:42:14.0,15770.949
14:42:15.0,15770.949
14:42:16.0,15770.949
14:42:17.0,15771.07
14:42:18.0,15771.07
14:42:19.0,15771.07
14:42:20.0,15771.07
14:42:21.0,15771.796
14:42:22.0,15777.425
14:42:23.0,15766.593
14:42:24.0,15777.035
14:42:25.0,15770.8
14:42:26.0,15782.55
14:42:27.0,15774.675
14:42:28.0,15766.363
14:42:29.0,15779.605
14:42:30.0,15770.464
14:42:31.0,15781.574
14:42:32.0,15774.476
14:42:33.0,15769.039
14:42:34.0,15778.566
14:42:35.0,15772.171
14:42:36.0,15782.136
14:42:37.0,15777.343
14:42:38.0,15765.324
14:42:39.0,15778.597
14:42:40.0,15771.726
14:42:41.0,15762.347
14:42:42.0,15775.285
14:42:43.0,15766.406
14:42:44.0,15777.933
14:42:45.0,15769.722
14:42:46.0,15762.152
14:42:47.0,15773.898
14:42:48.0,15775.628
14:42:49.0,15767.449
14:42:50.0,15779.707
14:42:51.0,15771.148
14:42:52.0,15765.812
14:42:53.0,15774.781
14:42:54.0,15765.46
14:42:55.0,15778.183
14:42:56.0,15781.382
14:42:57.0,15772.531
14:42:58.0,15781.531
14:42:59.0,15776.968
14:43:00.0,15765.683
14:43:01.0,15777.906
14:43:02.0,15768.187
14:43:03.0,15772.234
14:43:04.0,15782.39
14:43:05.0,15775.304
14:43:06.0,15767.437
