BM,Docker,LXC,DockerIso
 97.468, 95.717, 95.238, 96.25
 95.25, 95.273, 95.465, 96.984
 96.491, 97.5, 96.992, 96.758
 97.5, 95.989, 96.977, 97.738
 97.493, 97.487, 95.979, 95.739
 97.25, 95.5, 95.5, 96.25
 96.464, 95.238, 96.725, 96.733
 96.25, 96.009, 94.029, 96.491
 96.984, 96.741, 96.733, 94.25
 95.739, 96.25, 94.696, 93.984
 96.221, 95.989, 96.428, 96.758
 95.707, 96.24, 96.482, 95.989
 94.987, 96.984, 97.215, 96.25
 96.192, 97.243, 97.0, 94.987
 96.231, 95.969, 95.696, 95.5
 97.964, 95.5, 96.741, 96.725
 96.75, 97.243, 95.717, 96.758
 97.994, 96.733, 96.741, 96.491
 96.491, 97.506, 93.164, 95.75
 97.236, 96.984, 95.25, 97.474
 94.962, 95.75, 96.508, 97.263
 95.75, 94.5, 97.208, 97.25
 94.949, 95.989, 96.029, 95.5
 96.733, 95.261, 97.201, 97.0
 96.0, 97.474, 95.153, 96.508
 96.455, 97.243, 96.491, 97.25
 96.473, 96.741, 95.739, 96.984
 98.488, 96.741, 96.741, 95.5
 95.989, 95.488, 93.969, 97.243
 95.226, 97.243, 95.5, 94.736
 96.491, 97.5, 96.009, 96.0
 97.007, 95.989, 96.221, 95.739
 96.75, 97.5, 95.5, 96.5
 96.202, 96.231, 96.491, 96.24
 97.487, 94.458, 96.464, 96.482
 96.491, 96.259, 98.0, 96.733
 95.214, 95.739, 95.728, 96.508
 95.454, 95.25, 96.992, 95.989
 95.75, 96.741, 97.487, 97.493
 96.212, 95.477, 94.987, 95.76
 96.24, 95.989, 93.984, 96.231
 97.236, 97.0, 96.212, 96.992
 96.992, 96.231, 97.229, 97.0
 95.226, 95.511, 96.268, 95.979
 97.007, 95.739, 95.959, 96.741
 95.959, 96.992, 95.949, 96.24
 96.491, 94.736, 97.0, 96.221
 96.984, 97.493, 96.464, 92.0
 96.984, 96.491, 95.959, 95.511
 95.959, 96.482, 95.488, 97.481
 96.5, 95.477, 95.165, 95.739
 96.75, 96.25, 95.511, 96.0
 96.725, 96.992, 93.483, 96.482
 96.473, 95.75, 96.464, 96.758
 95.728, 96.24, 95.728, 96.741
 96.491, 95.75, 96.954, 95.989
 97.222, 96.992, 95.261, 96.75
 96.212, 96.741, 96.717, 95.728
 96.962, 96.75, 97.243, 94.5
 96.482, 96.733, 96.25, 95.739
 96.231, 95.739, 95.969, 97.25
 96.969, 96.984, 96.725, 97.744
 96.758, 96.741, 96.758, 96.5
 97.0, 97.25, 94.472, 96.717
 94.235, 97.243, 96.741, 95.75
 97.229, 97.243, 95.214, 95.75
 96.482, 94.974, 95.949, 97.25
 96.202, 96.5, 96.231, 96.25
 96.221, 95.238, 94.486, 96.231
 95.226, 96.231, 97.222, 95.012
 96.464, 96.984, 97.487, 95.238
 96.464, 97.243, 96.962, 96.741
 96.24, 96.758, 96.482, 97.493
 97.201, 96.5, 96.221, 95.739
 94.736, 96.733, 94.177, 96.231
 94.723, 97.236, 95.707, 96.741
 96.977, 96.24, 94.923, 96.741
 95.949, 96.231, 96.969, 96.491
 96.464, 97.994, 96.0, 96.231
 96.464, 96.029, 96.482, 96.733
 95.979, 96.491, 95.728, 96.517
 96.24, 96.491, 96.231, 95.238
 95.707, 96.741, 96.482, 95.465
 96.984, 96.25, 96.24, 94.763
 95.969, 96.758, 95.969, 96.5
 95.202, 96.741, 93.483, 95.488
 96.25, 97.243, 96.741, 97.243
 97.0, 97.481, 96.231, 97.243
 97.474, 95.024, 97.243, 97.487
 96.733, 96.5, 97.229, 96.5
 97.222, 97.236, 96.464, 97.0
 96.992, 96.0, 94.936, 96.5
 96.482, 95.76, 95.728, 95.979
 96.992, 95.238, 96.733, 97.0
 96.24, 96.0, 95.739, 94.974
 96.019, 97.243, 96.464, 96.75
 95.907, 95.959, 94.5, 95.488
 96.259, 96.508, 95.979, 94.763
 97.243, 95.5, 95.969, 95.728
 96.464, 97.744, 97.007, 96.491
 97.014, 97.25, 96.231, 94.763
 96.231, 96.75, 96.25, 96.741
 97.243, 97.25, 95.717, 96.491
 95.238, 97.493, 96.725, 97.25
 96.733, 93.984, 95.939, 96.231
 96.992, 95.76, 95.238, 97.506
 95.979, 97.487, 95.728, 96.969
 97.208, 95.728, 93.25, 96.758
 95.261, 97.0, 96.221, 96.0
 95.511, 95.5, 96.725, 96.5
 96.464, 96.473, 95.959, 97.5
 96.231, 96.491, 94.949, 95.238
 95.465, 97.243, 96.977, 96.482
 96.725, 96.992, 96.482, 95.238
 97.5, 97.0, 95.969, 95.488
 96.984, 95.979, 95.969, 96.717
 96.482, 95.771, 96.231, 94.736
 95.165, 96.992, 95.037, 95.979
 96.969, 96.508, 93.954, 96.758
 97.243, 95.5, 94.5, 97.744
 97.744, 97.0, 95.949, 96.482
 95.739, 96.984, 96.212, 97.0
 97.493, 96.75, 95.477, 96.25
 95.707, 97.0, 95.696, 95.739
 95.465, 96.984, 94.472, 97.25
 96.969, 94.486, 85.894, 97.481
 96.231, 97.5, 80.05, 96.508
 96.482, 96.009, 80.653, 95.989
 95.226, 96.5, 81.0, 95.75
 96.733, 95.707, 79.797, 97.493
 96.464, 86.716, 80.555, 96.009
 96.992, 79.551, 78.934, 96.25
 88.22, 78.446, 80.808, 88.664
 82.278, 79.448, 79.899, 78.787
 79.797, 79.949, 79.448, 56.39
 80.352, 79.596, 80.0, 55.639
 79.145, 78.696, 60.15, 56.708
 80.653, 79.899, 57.07, 55.778
 80.0, 78.25, 57.788, 54.385
 80.856, 79.848, 58.354, 55.696
 81.203, 78.25, 57.286, 56.0
