Elapsed time,192.168.46.15 CPU user
09:18:33.0,
09:18:34.0,3.42
09:18:35.0,0.0
09:18:36.0,0.25
09:18:37.0,0.5
09:18:38.0,2.015
09:18:39.0,1.25
09:18:40.0,0.757
09:18:41.0,1.002
09:18:42.0,0.748
09:18:43.0,0.748
09:18:44.0,0.751
09:18:45.0,0.25
09:18:46.0,29.187
09:18:47.0,70.843
09:18:48.0,86.111
09:18:49.0,81.954
09:18:50.0,73.027
09:18:51.0,44.584
09:18:52.0,34.605
09:18:53.0,30.303
09:18:54.0,27.707
09:18:55.0,31.486
09:18:56.0,27.455
09:18:57.0,29.873
09:18:58.0,29.292
09:18:59.0,30.788
09:19:00.0,31.565
09:19:01.0,28.535
09:19:02.0,30.71
09:19:03.0,27.777
09:19:04.0,32.493
09:19:05.0,30.357
09:19:06.0,29.292
09:19:07.0,28.86
09:19:08.0,29.262
09:19:09.0,28.03
09:19:10.0,28.391
09:19:11.0,30.982
09:19:12.0,28.999
09:19:13.0,28.715
09:19:14.0,28.607
09:19:15.0,31.392
09:19:16.0,28.391
09:19:17.0,42.424
09:19:18.0,28.172
09:19:19.0,30.478
09:19:20.0,29.072
09:19:21.0,27.5
09:19:22.0,26.7
09:19:23.0,28.244
09:19:24.0,32.911
09:19:25.0,28.753
09:19:26.0,27.638
09:19:27.0,28.967
09:19:28.0,29.722
09:19:29.0,28.571
09:19:30.0,27.806
09:19:31.0,28.211
09:19:32.0,27.848
09:19:33.0,28.282
09:19:34.0,30.73
09:19:35.0,28.354
09:19:36.0,28.571
09:19:37.0,29.77
09:19:38.0,28.316
09:19:39.0,28.753
09:19:40.0,28.172
09:19:41.0,28.354
09:19:42.0,31.313
09:19:43.0,31.25
09:19:44.0,29.007
09:19:45.0,29.323
09:19:46.0,28.211
09:19:47.0,29.77
09:19:48.0,28.787
09:19:49.0,26.952
09:19:50.0,30.203
09:19:51.0,30.73
09:19:52.0,28.68
09:19:53.0,29.722
09:19:54.0,27.918
09:19:55.0,28.934
09:19:56.0,27.848
09:19:57.0,28.354
09:19:58.0,28.571
09:19:59.0,30.379
09:20:00.0,28.607
09:20:01.0,29.04
09:20:02.0,28.535
09:20:03.0,29.187
09:20:04.0,28.354
09:20:05.0,31.552
09:20:06.0,28.061
09:20:07.0,29.695
09:20:08.0,29.695
09:20:09.0,28.826
09:20:10.0,28.753
09:20:11.0,28.211
09:20:12.0,28.391
09:20:13.0,29.873
09:20:14.0,28.172
09:20:15.0,28.715
09:20:16.0,28.282
09:20:17.0,32.828
09:20:18.0,28.967
09:20:19.0,27.525
09:20:20.0,27.918
09:20:21.0,29.873
09:20:22.0,28.354
09:20:23.0,28.282
09:20:24.0,28.894
09:20:25.0,28.244
09:20:26.0,28.03
09:20:27.0,30.512
09:20:28.0,28.101
09:20:29.0,28.535
09:20:30.0,29.873
09:20:31.0,27.777
09:20:32.0,27.819
09:20:33.0,27.182
09:20:34.0,28.499
09:20:35.0,30.423
09:20:36.0,27.989
09:20:37.0,28.934
09:20:38.0,27.48
09:20:39.0,29.471
09:20:40.0,28.354
09:20:41.0,27.848
09:20:42.0,29.77
09:20:43.0,28.535
09:20:44.0,29.873
09:20:45.0,31.486
09:20:46.0,28.934
09:20:47.0,39.141
09:20:48.0,38.071
09:20:49.0,28.934
09:20:50.0,29.648
09:20:51.0,30.203
09:20:52.0,29.441
09:20:53.0,28.68
09:20:54.0,29.899
09:20:55.0,29.62
09:20:56.0,29.145
09:20:57.0,28.461
09:20:58.0,29.219
09:20:59.0,26.932
09:21:00.0,29.667
09:21:01.0,27.791
09:21:02.0,28.787
09:21:03.0,28.9
09:21:04.0,29.797
09:21:05.0,29.899
09:21:06.0,28.205
09:21:07.0,28.498
09:21:08.0,29.441
09:21:09.0,31.202
09:21:10.0,28.211
09:21:11.0,28.934
09:21:12.0,29.292
09:21:13.0,28.934
09:21:14.0,29.441
09:21:15.0,28.132
09:21:16.0,29.516
09:21:17.0,28.571
09:21:18.0,28.715
09:21:19.0,30.102
09:21:20.0,29.072
09:21:21.0,30.555
09:21:22.0,28.282
09:21:23.0,31.486
09:21:24.0,28.0
09:21:25.0,28.388
09:21:26.0,29.367
09:21:27.0,28.934
09:21:28.0,28.787
09:21:29.0,28.172
09:21:30.0,28.715
09:21:31.0,29.367
09:21:32.0,29.441
09:21:33.0,27.204
09:21:34.0,28.354
09:21:35.0,28.967
09:21:36.0,29.441
09:21:37.0,28.68
09:21:38.0,28.03
09:21:39.0,28.535
09:21:40.0,29.743
09:21:41.0,29.367
09:21:42.0,28.388
09:21:43.0,30.632
09:21:44.0,27.109
09:21:45.0,30.203
09:21:46.0,28.894
09:21:47.0,17.128
09:21:48.0,0.5
09:21:49.0,2.02
09:21:50.0,0.251
09:21:51.0,0.0
09:21:52.0,0.757
09:21:53.0,0.253
09:21:54.0,0.0
